id,event_id,date,approved,person_ids,region_code,super_region_code,attempts,best,average,record_category,regional_single_record,regional_average_record,competition_id,round_id,ranking,proceeds,video_link,discussion_link,created_at,updated_at
8821,fto,2024-10-12T00:00:00.000Z,TRUE,[3096],US,NORTH_AMERICA,"[{""result"":12790},{""result"":6589},{""result"":7735},{""result"":5357},{""result"":5286}]",5286,6560,competitions,,,MidAtlanticChampionship2024,739,10,,,,2024-10-13T01:42:22.894Z,2024-10-17T14:59:02.290Z
8822,fto,2024-10-12T00:00:00.000Z,TRUE,[33],US,NORTH_AMERICA,"[{""result"":2049},{""result"":2343},{""result"":1855},{""result"":2023},{""result"":1957}]",1855,2010,competitions,,,MidAtlanticChampionship2024,739,1,,,,2024-10-13T01:42:36.270Z,2024-10-17T14:59:02.290Z
8823,fto,2024-10-12T00:00:00.000Z,TRUE,[3568],US,NORTH_AMERICA,"[{""result"":4129},{""result"":3447},{""result"":3809},{""result"":-1},{""result"":3151}]",3151,3795,competitions,,,MidAtlanticChampionship2024,739,4,,,,2024-10-13T01:43:30.613Z,2024-10-17T14:59:02.290Z
8824,fto,2024-10-12T00:00:00.000Z,TRUE,[3569],US,NORTH_AMERICA,"[{""result"":9928},{""result"":8862},{""result"":9315},{""result"":5696},{""result"":3941}]",3941,7958,competitions,,,MidAtlanticChampionship2024,739,15,,,,2024-10-13T01:44:15.818Z,2024-10-17T14:59:02.290Z
8825,999bf,2024-10-12T00:00:00.000Z,TRUE,[1008],AU,OCEANIA,"[{""memo"":216600,""result"":410313}]",410313,0,online,OcR,,,,,,https://youtu.be/PGvnp3L6PqY,,2024-10-13T04:22:51.715Z,2026-01-27T20:49:02.983Z
8826,333mbf,2024-09-28T00:00:00.000Z,TRUE,[233],US,NORTH_AMERICA,"[{""memo"":15200,""result"":999000289570000}]",999000289570000,0,online,,,,,,,https://www.youtube.com/watch?v=DXMYKpPTYHU,,2024-10-13T11:44:24.477Z,2025-04-28T19:31:59.739Z
8827,777,2024-10-13T00:00:00.000Z,TRUE,[2417],VE,SOUTH_AMERICA,"[{""result"":20575},{""result"":19647},{""result"":18419}]",18419,19547,meetups,SAR,SAR,ReunionCuberaEnLara2024,705,1,,,,2024-10-13T15:37:16.421Z,2026-01-27T20:41:02.525Z
8828,666,2024-10-13T00:00:00.000Z,TRUE,[2417],VE,SOUTH_AMERICA,"[{""result"":11661},{""result"":12072},{""result"":11815}]",11661,11849,meetups,SAR,SAR,ReunionCuberaEnLara2024,704,1,,,,2024-10-13T15:47:51.931Z,2026-01-27T20:40:59.081Z
8829,555,2024-10-13T00:00:00.000Z,TRUE,[2417],VE,SOUTH_AMERICA,"[{""result"":6096},{""result"":5859},{""result"":5694},{""result"":6262},{""result"":6020}]",5694,5992,meetups,SAR,SAR,ReunionCuberaEnLara2024,703,1,,,,2024-10-13T15:56:13.659Z,2026-01-27T20:40:55.998Z
8830,333,2024-10-13T00:00:00.000Z,TRUE,[2422],VE,SOUTH_AMERICA,"[{""result"":1509},{""result"":1618},{""result"":1306},{""result"":1534},{""result"":1516}]",1306,1520,meetups,,,ReunionCuberaEnLara2024,702,2,,,,2024-10-13T17:20:11.375Z,2025-09-15T13:42:31.782Z
8831,333,2024-10-13T00:00:00.000Z,TRUE,[2987],VE,SOUTH_AMERICA,"[{""result"":1588},{""result"":1287},{""result"":1297},{""result"":1344},{""result"":1593}]",1287,1410,meetups,,,ReunionCuberaEnLara2024,702,1,,,,2024-10-13T17:21:40.841Z,2025-09-15T13:42:31.782Z
8832,333,2024-10-13T00:00:00.000Z,TRUE,[2421],VE,SOUTH_AMERICA,"[{""result"":1551},{""result"":1770},{""result"":1679},{""result"":1504},{""result"":2280}]",1504,1667,meetups,,,ReunionCuberaEnLara2024,702,5,,,,2024-10-13T17:27:58.421Z,2025-09-15T13:42:31.782Z
8833,333,2024-10-13T00:00:00.000Z,TRUE,[3419],VE,SOUTH_AMERICA,"[{""result"":2083},{""result"":2400},{""result"":2184},{""result"":2896},{""result"":2018}]",2018,2222,meetups,,,ReunionCuberaEnLara2024,702,7,,,,2024-10-13T17:28:55.685Z,2025-09-15T13:42:31.782Z
8834,333,2024-10-13T00:00:00.000Z,TRUE,[3570],VE,SOUTH_AMERICA,"[{""result"":2993},{""result"":2837},{""result"":2957},{""result"":3603},{""result"":2421}]",2421,2929,meetups,,,ReunionCuberaEnLara2024,702,9,,,,2024-10-13T17:36:28.062Z,2025-09-15T13:42:31.782Z
8835,333,2024-10-13T00:00:00.000Z,TRUE,[2982],VE,SOUTH_AMERICA,"[{""result"":1582},{""result"":1959},{""result"":1684},{""result"":1300},{""result"":1418}]",1300,1561,meetups,,,ReunionCuberaEnLara2024,702,3,,,,2024-10-13T17:39:45.805Z,2025-09-15T13:42:31.782Z
8836,333oh,2024-10-13T00:00:00.000Z,TRUE,[2422],VE,SOUTH_AMERICA,"[{""result"":3605},{""result"":2984},{""result"":3911},{""result"":4218},{""result"":2825}]",2825,3500,meetups,,,ReunionCuberaEnLara2024,707,4,,,,2024-10-13T17:42:46.690Z,2024-10-16T10:34:23.822Z
8837,333oh,2024-10-13T00:00:00.000Z,TRUE,[2421],VE,SOUTH_AMERICA,"[{""result"":2393},{""result"":3407},{""result"":2890},{""result"":2634},{""result"":3279}]",2393,2934,meetups,,,ReunionCuberaEnLara2024,707,3,,,,2024-10-13T17:52:22.780Z,2024-10-16T10:34:23.822Z
8838,333,2024-10-13T00:00:00.000Z,TRUE,[3572],VE,SOUTH_AMERICA,"[{""result"":1621},{""result"":1583},{""result"":1594},{""result"":1785},{""result"":1602}]",1583,1606,meetups,,,ReunionCuberaEnLara2024,702,4,,,,2024-10-13T17:57:01.559Z,2025-09-15T13:42:31.782Z
8839,333oh,2024-10-13T00:00:00.000Z,TRUE,[2419],VE,SOUTH_AMERICA,"[{""result"":4990},{""result"":5013},{""result"":11900},{""result"":6134},{""result"":5446}]",4990,5531,meetups,,,ReunionCuberaEnLara2024,707,7,,,,2024-10-13T18:00:14.974Z,2024-10-16T10:34:23.822Z
8840,333oh,2024-10-13T00:00:00.000Z,TRUE,[3419],VE,SOUTH_AMERICA,"[{""result"":4627},{""result"":3853},{""result"":4653},{""result"":3283},{""result"":4084}]",3283,4188,meetups,,,ReunionCuberaEnLara2024,707,5,,,,2024-10-13T18:03:23.548Z,2024-10-16T10:34:23.822Z
8841,333,2024-10-13T00:00:00.000Z,TRUE,[2419],VE,SOUTH_AMERICA,"[{""result"":2661},{""result"":2835},{""result"":2605},{""result"":3247},{""result"":3164}]",2605,2887,meetups,,,ReunionCuberaEnLara2024,702,8,,,,2024-10-13T18:08:45.837Z,2025-09-15T13:42:31.782Z
8842,333oh,2024-10-13T00:00:00.000Z,TRUE,[3572],VE,SOUTH_AMERICA,"[{""result"":6233},{""result"":4059},{""result"":4040},{""result"":4793},{""result"":6748}]",4040,5028,meetups,,,ReunionCuberaEnLara2024,707,6,,,,2024-10-13T18:22:47.039Z,2024-10-16T10:34:23.822Z
8843,333oh,2024-10-13T00:00:00.000Z,TRUE,[2987],VE,SOUTH_AMERICA,"[{""result"":2007},{""result"":2157},{""result"":2187},{""result"":1925},{""result"":2262}]",1925,2117,meetups,,,ReunionCuberaEnLara2024,707,2,,,,2024-10-13T18:23:26.732Z,2024-10-16T10:34:23.822Z
8844,333,2024-10-13T00:00:00.000Z,TRUE,[2988],VE,SOUTH_AMERICA,"[{""result"":2130},{""result"":1778},{""result"":2300},{""result"":2105},{""result"":2382}]",1778,2178,meetups,,,ReunionCuberaEnLara2024,702,6,,,,2024-10-13T18:24:08.558Z,2025-09-15T13:42:31.782Z
8845,333oh,2024-10-13T00:00:00.000Z,TRUE,[2982],VE,SOUTH_AMERICA,"[{""result"":1978},{""result"":2438},{""result"":2068},{""result"":2300},{""result"":1587}]",1587,2115,meetups,SAR,SAR,ReunionCuberaEnLara2024,707,1,,,,2024-10-13T18:29:28.797Z,2026-01-27T20:41:12.150Z
8846,333,2024-10-13T00:00:00.000Z,TRUE,[3573],VE,SOUTH_AMERICA,"[{""result"":7295},{""result"":6010},{""result"":7200},{""result"":5905},{""result"":9000}]",5905,6835,meetups,,,ReunionCuberaEnLara2024,702,13,,,,2024-10-13T18:44:02.869Z,2025-09-15T13:42:31.782Z
8847,333,2024-10-13T00:00:00.000Z,TRUE,[2983],VE,SOUTH_AMERICA,"[{""result"":3290},{""result"":3615},{""result"":2930},{""result"":3824},{""result"":3507}]",2930,3471,meetups,,,ReunionCuberaEnLara2024,702,10,,,,2024-10-13T18:50:19.889Z,2025-09-15T13:42:31.782Z
8848,333bf,2024-10-13T00:00:00.000Z,TRUE,[2421],VE,SOUTH_AMERICA,"[{""result"":-1},{""result"":-1},{""result"":20054}]",20054,-1,meetups,NR,,ReunionCuberaEnLara2024,706,1,,,,2024-10-13T19:19:23.650Z,2026-01-27T20:41:05.879Z
8849,fto,2024-10-13T00:00:00.000Z,TRUE,[374],US,NORTH_AMERICA,"[{""result"":3458},{""result"":2933},{""result"":4158},{""result"":3217},{""result"":2917}]",2917,3203,competitions,,,ColoradoChampionship2024,733,2,,,,2024-10-13T20:03:37.219Z,2024-10-30T10:46:26.339Z
8850,fto,2024-10-13T00:00:00.000Z,TRUE,[1390],US,NORTH_AMERICA,"[{""result"":3746},{""result"":3907},{""result"":2904},{""result"":4060},{""result"":3583}]",2904,3745,competitions,,,ColoradoChampionship2024,733,3,,,,2024-10-13T20:03:53.001Z,2024-10-30T10:46:26.339Z
8851,fto,2024-10-13T00:00:00.000Z,TRUE,[400],US,NORTH_AMERICA,"[{""result"":9759},{""result"":8064},{""result"":5553},{""result"":6593},{""result"":6607}]",5553,7088,competitions,,,ColoradoChampionship2024,733,16,,,,2024-10-13T20:04:04.853Z,2024-10-30T10:46:26.339Z
8852,fto,2024-10-13T00:00:00.000Z,TRUE,[378],US,NORTH_AMERICA,"[{""result"":3702},{""result"":4581},{""result"":5521},{""result"":3856},{""result"":3327}]",3327,4046,competitions,,,ColoradoChampionship2024,733,6,,,,2024-10-13T20:04:19.417Z,2024-10-30T10:46:26.339Z
8853,fto,2024-10-13T00:00:00.000Z,TRUE,[1194],US,NORTH_AMERICA,"[{""result"":2308},{""result"":2216},{""result"":2349},{""result"":2350},{""result"":2365}]",2216,2336,competitions,,,ColoradoChampionship2024,733,1,,,,2024-10-13T20:04:34.773Z,2024-10-30T10:46:26.339Z
8854,fto,2024-10-13T00:00:00.000Z,TRUE,[406],US,NORTH_AMERICA,"[{""result"":4506},{""result"":4662},{""result"":4616},{""result"":4645},{""result"":5071}]",4506,4641,competitions,,,ColoradoChampionship2024,733,10,,,,2024-10-13T20:04:56.129Z,2024-10-30T10:46:26.339Z
8855,fto,2024-10-13T00:00:00.000Z,TRUE,[1417],US,NORTH_AMERICA,"[{""result"":5244},{""result"":5005},{""result"":5937},{""result"":6814},{""result"":5026}]",5005,5402,competitions,,,ColoradoChampionship2024,733,12,,,,2024-10-13T20:05:26.454Z,2024-10-30T10:46:26.339Z
8856,fto,2024-10-13T00:00:00.000Z,TRUE,[398],US,NORTH_AMERICA,"[{""result"":9467},{""result"":8857},{""result"":8736},{""result"":9873},{""result"":-1}]",8736,9399,competitions,,,ColoradoChampionship2024,733,20,,,,2024-10-13T20:05:38.393Z,2024-10-30T10:46:26.339Z
8857,fto,2024-10-13T00:00:00.000Z,TRUE,[52],US,NORTH_AMERICA,"[{""result"":2889},{""result"":4307},{""result"":4157},{""result"":3606},{""result"":4184}]",2889,3982,competitions,,,ColoradoChampionship2024,733,5,,,,2024-10-13T20:05:52.407Z,2024-10-30T10:46:26.339Z
8858,fto,2024-10-13T00:00:00.000Z,TRUE,[1387],US,NORTH_AMERICA,"[{""result"":5976},{""result"":5873},{""result"":11070},{""result"":5432},{""result"":5599}]",5432,5816,competitions,,,ColoradoChampionship2024,733,14,,,,2024-10-13T20:06:55.745Z,2024-10-30T10:46:26.339Z
8859,fto,2024-10-13T00:00:00.000Z,TRUE,[171],US,NORTH_AMERICA,"[{""result"":11397},{""result"":18186},{""result"":11622},{""result"":10983},{""result"":-1}]",10983,13735,competitions,,,ColoradoChampionship2024,733,23,,,,2024-10-13T20:07:10.501Z,2024-10-30T10:46:26.339Z
8860,fto,2024-10-13T00:00:00.000Z,TRUE,[2963],US,NORTH_AMERICA,"[{""result"":9545},{""result"":7795},{""result"":7833},{""result"":8770},{""result"":7501}]",7501,8133,competitions,,,ColoradoChampionship2024,733,19,,,,2024-10-13T20:07:34.686Z,2024-10-30T10:46:26.339Z
8861,fto,2024-10-13T00:00:00.000Z,TRUE,[3574],US,NORTH_AMERICA,"[{""result"":5847},{""result"":9322},{""result"":5260},{""result"":5116},{""result"":4702}]",4702,5408,competitions,,,ColoradoChampionship2024,733,13,,,,2024-10-13T20:08:34.300Z,2024-10-30T10:46:26.339Z
8862,fto,2024-10-13T00:00:00.000Z,TRUE,[1404],US,NORTH_AMERICA,"[{""result"":13167},{""result"":18616}]",13167,0,competitions,,,ColoradoChampionship2024,733,24,,,,2024-10-13T20:08:48.182Z,2024-10-30T10:46:26.339Z
8863,fto,2024-10-13T00:00:00.000Z,TRUE,[172],US,NORTH_AMERICA,"[{""result"":15371},{""result"":20897}]",15371,0,competitions,,,ColoradoChampionship2024,733,25,,,,2024-10-13T20:08:57.106Z,2024-10-30T10:46:26.339Z
8864,fto,2024-10-13T00:00:00.000Z,TRUE,[211],US,NORTH_AMERICA,"[{""result"":9262},{""result"":10555},{""result"":11989},{""result"":11290},{""result"":12731}]",9262,11278,competitions,,,ColoradoChampionship2024,733,22,,,,2024-10-13T20:09:09.879Z,2024-10-30T10:46:26.339Z
8865,fto,2024-10-13T00:00:00.000Z,TRUE,[1402],US,NORTH_AMERICA,"[{""result"":7097},{""result"":6691},{""result"":7347},{""result"":7759},{""result"":6850}]",6691,7098,competitions,,,ColoradoChampionship2024,733,18,,,,2024-10-13T20:09:26.078Z,2024-10-30T10:46:26.339Z
8866,fto,2024-10-13T00:00:00.000Z,TRUE,[1389],US,NORTH_AMERICA,"[{""result"":9196},{""result"":8826},{""result"":9797},{""result"":13914},{""result"":9878}]",8826,9624,competitions,,,ColoradoChampionship2024,733,21,,,,2024-10-13T20:09:39.332Z,2024-10-30T10:46:26.339Z
8867,fto,2024-10-13T00:00:00.000Z,TRUE,[376],US,NORTH_AMERICA,"[{""result"":3850},{""result"":3865},{""result"":3548},{""result"":3243},{""result"":4854}]",3243,3754,competitions,,,ColoradoChampionship2024,733,4,,,,2024-10-13T20:09:55.460Z,2024-10-30T10:46:26.339Z
8868,fto,2024-10-13T00:00:00.000Z,TRUE,[2471],US,NORTH_AMERICA,"[{""result"":5553},{""result"":3655},{""result"":5042},{""result"":4116},{""result"":3915}]",3655,4358,competitions,,,ColoradoChampionship2024,733,8,,,,2024-10-13T20:10:06.414Z,2024-10-30T10:46:26.339Z
8869,fto,2024-10-13T00:00:00.000Z,TRUE,[1393],US,NORTH_AMERICA,"[{""result"":6539},{""result"":7826},{""result"":6270},{""result"":5843},{""result"":7522}]",5843,6777,competitions,,,ColoradoChampionship2024,733,15,,,,2024-10-13T20:10:37.717Z,2024-10-30T10:46:26.339Z
8870,fto,2024-10-13T00:00:00.000Z,TRUE,[3301],US,NORTH_AMERICA,"[{""result"":5351},{""result"":4051},{""result"":4205},{""result"":4008},{""result"":5204}]",4008,4487,competitions,,,ColoradoChampionship2024,733,9,,,,2024-10-13T20:10:52.108Z,2024-10-30T10:46:26.339Z
8871,fto,2024-10-13T00:00:00.000Z,TRUE,[1397],US,NORTH_AMERICA,"[{""result"":5218},{""result"":7927},{""result"":4954},{""result"":4743},{""result"":5639}]",4743,5270,competitions,,,ColoradoChampionship2024,733,11,,,,2024-10-13T20:11:15.565Z,2024-10-30T10:46:26.339Z
8872,fto,2024-10-13T00:00:00.000Z,TRUE,[1403],US,NORTH_AMERICA,"[{""result"":4870},{""result"":3651},{""result"":4181},{""result"":4624},{""result"":3473}]",3473,4152,competitions,,,ColoradoChampionship2024,733,7,,,,2024-10-13T20:11:28.559Z,2024-10-30T10:46:26.339Z
8873,fto,2024-10-13T00:00:00.000Z,TRUE,[3575],US,NORTH_AMERICA,"[{""result"":16428},{""result"":23724}]",16428,0,competitions,,,ColoradoChampionship2024,733,26,,,,2024-10-13T20:12:17.182Z,2024-10-30T10:46:26.339Z
8874,fto,2024-10-13T00:00:00.000Z,TRUE,[414],US,NORTH_AMERICA,"[{""result"":-1},{""result"":22420}]",22420,0,competitions,,,ColoradoChampionship2024,733,28,,,,2024-10-13T20:12:25.956Z,2024-10-30T10:46:26.339Z
8875,fto,2024-10-13T00:00:00.000Z,TRUE,[405],US,NORTH_AMERICA,"[{""result"":18810},{""result"":21634}]",18810,0,competitions,,,ColoradoChampionship2024,733,27,,,,2024-10-13T20:12:33.753Z,2024-10-30T10:46:26.339Z
8876,fto,2024-10-13T00:00:00.000Z,TRUE,[3031],US,NORTH_AMERICA,"[{""result"":9846},{""result"":6700},{""result"":7871},{""result"":6715},{""result"":5852}]",5852,7095,competitions,,,ColoradoChampionship2024,733,17,,,,2024-10-13T20:12:49.768Z,2024-10-30T10:46:26.339Z
8877,333,2024-10-13T00:00:00.000Z,TRUE,[3423],VE,SOUTH_AMERICA,"[{""result"":7129},{""result"":6173},{""result"":5851},{""result"":6119},{""result"":6997}]",5851,6430,meetups,,,ReunionCuberaEnLara2024,702,12,,,,2024-10-13T22:00:23.387Z,2025-09-15T13:42:31.782Z
8878,sq1,2024-10-13T00:00:00.000Z,TRUE,[2417],VE,SOUTH_AMERICA,"[{""result"":2647},{""result"":2986},{""result"":4054},{""result"":3522},{""result"":2870}]",2647,3126,meetups,SAR,SAR,ReunionCuberaEnLara2024,708,1,,,,2024-10-13T22:07:07.050Z,2026-01-27T20:41:27.248Z
8879,222bf,2024-10-13T00:00:00.000Z,TRUE,[2417],VE,SOUTH_AMERICA,"[{""result"":-1},{""result"":17783},{""result"":-1}]",17783,-1,meetups,WR,,ReunionCuberaEnLara2024,709,1,,,,2024-10-13T22:08:03.659Z,2026-01-27T20:44:11.164Z
8880,333,2024-10-13T00:00:00.000Z,TRUE,[3571],VE,SOUTH_AMERICA,"[{""result"":7910},{""result"":7407},{""result"":9324},{""result"":7398},{""result"":7215}]",7215,7572,meetups,,,ReunionCuberaEnLara2024,702,14,,,,2024-10-14T04:22:25.044Z,2025-09-15T13:42:31.782Z
8881,333,2024-10-13T00:00:00.000Z,TRUE,[3576],VE,SOUTH_AMERICA,"[{""result"":3266},{""result"":3949},{""result"":3971},{""result"":3757},{""result"":3959}]",3266,3888,meetups,,,ReunionCuberaEnLara2024,702,11,,,,2024-10-14T04:36:46.123Z,2025-09-15T13:42:31.782Z
8882,333,2024-10-13T00:00:00.000Z,TRUE,[3578],VE,SOUTH_AMERICA,"[{""result"":8902},{""result"":5305},{""result"":8822},{""result"":5887},{""result"":10052}]",5305,7870,meetups,,,ReunionCuberaEnLara2024,702,16,,,,2024-10-14T04:38:16.633Z,2025-09-15T13:42:31.782Z
8883,333,2024-10-13T00:00:00.000Z,TRUE,[3577],VE,SOUTH_AMERICA,"[{""result"":7757},{""result"":7978},{""result"":7275},{""result"":7014},{""result"":8338}]",7014,7670,meetups,,,ReunionCuberaEnLara2024,702,15,,,,2024-10-14T20:35:04.792Z,2025-09-15T13:42:31.782Z
8884,333,2024-10-15T00:00:00.000Z,TRUE,[211],US,NORTH_AMERICA,"[{""result"":1154},{""result"":690},{""result"":1028},{""result"":827},{""result"":1325}]",690,1003,meetups,,,CubingUWI2024,750,3,,,,2024-10-16T00:47:30.444Z,2025-09-15T13:42:31.782Z
8885,333,2024-10-15T00:00:00.000Z,TRUE,[36],US,NORTH_AMERICA,"[{""result"":801},{""result"":716},{""result"":602},{""result"":721},{""result"":751}]",602,729,meetups,,,CubingUWI2024,750,1,,,,2024-10-16T00:52:08.697Z,2024-10-16T10:50:05.892Z
8886,333,2024-10-15T00:00:00.000Z,TRUE,[3579],IN,ASIA,"[{""result"":792},{""result"":770},{""result"":958},{""result"":686},{""result"":798}]",686,787,meetups,NR,NR,CubingUWI2024,750,2,,,,2024-10-16T00:59:12.072Z,2026-01-27T20:40:48.384Z
8887,333,2024-10-15T00:00:00.000Z,TRUE,[3580],US,NORTH_AMERICA,"[{""result"":1938},{""result"":1876},{""result"":2213},{""result"":2652},{""result"":2603}]",1876,2251,meetups,,,CubingUWI2024,750,5,,,,2024-10-16T01:06:09.246Z,2025-09-15T13:42:31.782Z
8888,333,2024-10-15T00:00:00.000Z,TRUE,[3581],US,NORTH_AMERICA,"[{""result"":1876},{""result"":1389},{""result"":1396},{""result"":1460},{""result"":1144}]",1144,1415,meetups,,,CubingUWI2024,750,4,,,,2024-10-16T01:11:08.972Z,2025-09-15T13:42:31.782Z
8889,666bf,2024-10-16T00:00:00.000Z,TRUE,[2901],NO,EUROPE,"[{""memo"":120000,""result"":194296}]",194296,0,online,NR,,,,,,https://www.youtube.com/watch?v=mTPoXx0Aj-E,,2024-10-16T17:12:38.903Z,2026-01-27T20:48:55.158Z
8890,fto,2024-10-19T00:00:00.000Z,TRUE,[382],AU,OCEANIA,"[{""result"":11970},{""result"":9612},{""result"":15212},{""result"":11841},{""result"":10722}]",9612,11511,competitions,,,BrisbaneMegaBlind2024,1365,9,,,,2024-10-19T03:42:44.924Z,2024-10-30T12:01:40.424Z
8891,fto,2024-10-19T00:00:00.000Z,TRUE,[388],AU,OCEANIA,"[{""result"":3184},{""result"":5116},{""result"":3416},{""result"":3850},{""result"":4613}]",3184,3960,competitions,,,BrisbaneMegaBlind2024,1365,3,,,,2024-10-19T03:44:06.063Z,2024-10-30T12:01:40.424Z
8892,fto,2024-10-19T00:00:00.000Z,TRUE,[487],AU,OCEANIA,"[{""result"":4150},{""result"":4586},{""result"":4625},{""result"":4228},{""result"":5023}]",4150,4480,competitions,,,BrisbaneMegaBlind2024,1365,4,,,,2024-10-19T03:44:33.151Z,2024-10-30T12:01:40.424Z
8893,fto,2024-10-19T00:00:00.000Z,TRUE,[485],AU,OCEANIA,"[{""result"":5845},{""result"":6624},{""result"":6700},{""result"":5523},{""result"":6478}]",5523,6316,competitions,,,BrisbaneMegaBlind2024,1365,6,,,,2024-10-19T03:45:05.964Z,2024-10-30T12:01:40.424Z
8894,fto,2024-10-19T00:00:00.000Z,TRUE,[3615],AU,OCEANIA,"[{""result"":8192},{""result"":6616},{""result"":8046},{""result"":7409},{""result"":6571}]",6571,7357,competitions,,,BrisbaneMegaBlind2024,1365,7,,,,2024-10-19T03:46:27.481Z,2024-10-30T12:01:40.424Z
8895,fto,2024-10-19T00:00:00.000Z,TRUE,[254],AU,OCEANIA,"[{""result"":3348},{""result"":6008},{""result"":5476},{""result"":3559},{""result"":4879}]",3348,4638,competitions,,,BrisbaneMegaBlind2024,1365,5,,,,2024-10-19T03:47:09.706Z,2024-10-30T12:01:40.424Z
8896,fto,2024-10-19T00:00:00.000Z,TRUE,[394],AU,OCEANIA,"[{""result"":4122},{""result"":2986},{""result"":3394},{""result"":3114},{""result"":3141}]",2986,3216,competitions,,,BrisbaneMegaBlind2024,1365,2,,,,2024-10-19T03:47:39.462Z,2024-10-30T12:01:40.424Z
8897,fto,2024-10-19T00:00:00.000Z,TRUE,[3616],AU,OCEANIA,"[{""result"":9177},{""result"":7637},{""result"":8712},{""result"":9903},{""result"":7791}]",7637,8560,competitions,,,BrisbaneMegaBlind2024,1365,8,,,,2024-10-19T03:48:09.900Z,2024-10-30T12:01:40.424Z
8898,fto,2024-10-19T00:00:00.000Z,TRUE,[488],AU,OCEANIA,"[{""result"":2597},{""result"":3061},{""result"":2087},{""result"":2452},{""result"":1846}]",1846,2379,competitions,OcR,OcR,BrisbaneMegaBlind2024,1365,1,,,,2024-10-19T03:48:44.915Z,2026-01-27T20:54:55.394Z
8899,fto,2024-10-19T00:00:00.000Z,TRUE,[3617],AU,OCEANIA,"[{""result"":15843},{""result"":19971}]",15843,0,competitions,,,BrisbaneMegaBlind2024,1365,10,,,,2024-10-19T03:49:16.313Z,2024-10-30T12:01:40.424Z
8900,fto,2024-10-20T00:00:00.000Z,TRUE,[2242],PH,ASIA,"[{""result"":2456},{""result"":5377},{""result"":4152},{""result"":3623},{""result"":3403}]",2456,3726,competitions,,,TurnNSolveBataan2024,1236,1,,,,2024-10-19T04:12:33.321Z,2024-10-30T12:06:48.629Z
8901,fto,2024-10-20T00:00:00.000Z,TRUE,[2920],PH,ASIA,"[{""result"":4735},{""result"":4497},{""result"":4960},{""result"":3809},{""result"":3844}]",3809,4359,competitions,,,TurnNSolveBataan2024,1236,2,,,,2024-10-19T07:21:35.410Z,2024-10-30T12:06:48.629Z
8902,fto,2024-10-19T00:00:00.000Z,TRUE,[3372],CO,SOUTH_AMERICA,"[{""result"":4453},{""result"":4240},{""result"":4898},{""result"":6121},{""result"":5944}]",4240,5098,competitions,,,PlazaImperialBogota2024,1375,3,,,,2024-10-19T13:35:52.042Z,2024-10-30T12:01:21.374Z
8903,fto,2024-10-19T00:00:00.000Z,TRUE,[3504],CO,SOUTH_AMERICA,"[{""result"":10562},{""result"":13379},{""result"":12345},{""result"":11593},{""result"":13797}]",10562,12439,competitions,,,PlazaImperialBogota2024,1375,7,,,,2024-10-19T13:38:29.598Z,2024-10-30T12:01:21.374Z
8904,fto,2024-10-19T00:00:00.000Z,TRUE,[2308],CO,SOUTH_AMERICA,"[{""result"":6373},{""result"":5758},{""result"":5044},{""result"":4384},{""result"":5135}]",4384,5312,competitions,,,PlazaImperialBogota2024,1375,4,,,,2024-10-19T13:41:19.317Z,2024-10-30T12:01:21.374Z
8905,fto,2024-10-19T00:00:00.000Z,TRUE,[3005],CO,SOUTH_AMERICA,"[{""result"":7387},{""result"":5711},{""result"":5009},{""result"":-1},{""result"":6930}]",5009,6676,competitions,,,PlazaImperialBogota2024,1375,5,,,,2024-10-19T13:41:47.528Z,2024-10-30T12:01:21.374Z
8906,fto,2024-10-19T00:00:00.000Z,TRUE,[2319],CO,SOUTH_AMERICA,"[{""result"":3778},{""result"":3975},{""result"":4223},{""result"":4429},{""result"":4283}]",3778,4160,competitions,,,PlazaImperialBogota2024,1375,1,,,,2024-10-19T13:48:47.983Z,2024-10-30T12:01:21.374Z
8907,fto,2024-10-19T00:00:00.000Z,TRUE,[3007],CO,SOUTH_AMERICA,"[{""result"":5595},{""result"":3582},{""result"":4839},{""result"":4491},{""result"":3767}]",3582,4366,competitions,,,PlazaImperialBogota2024,1375,2,,,,2024-10-19T13:56:11.586Z,2024-10-30T12:01:21.374Z
8908,fto,2024-10-19T00:00:00.000Z,TRUE,[3623],CO,SOUTH_AMERICA,"[{""result"":10318},{""result"":9118},{""result"":9139},{""result"":11088},{""result"":9760}]",9118,9739,competitions,,,PlazaImperialBogota2024,1375,6,,,,2024-10-19T14:04:41.268Z,2024-10-30T12:01:21.374Z
8909,fto,2024-10-19T00:00:00.000Z,TRUE,[584],GB,EUROPE,"[{""result"":10623},{""result"":8763},{""result"":6411},{""result"":8471},{""result"":7793}]",6411,8342,competitions,,,HampshireAutumn2024,1277,15,,,,2024-10-19T14:40:29.334Z,2024-10-31T01:27:21.110Z
8910,fto,2024-10-19T00:00:00.000Z,TRUE,[574],GB,EUROPE,"[{""result"":7327},{""result"":6157},{""result"":6436},{""result"":5545},{""result"":4985}]",4985,6046,competitions,,,HampshireAutumn2024,1277,10,,,,2024-10-19T14:41:36.452Z,2024-10-31T01:27:21.110Z
8911,fto,2024-10-19T00:00:00.000Z,TRUE,[3624],GB,EUROPE,"[{""result"":-1},{""result"":-1},{""result"":6311},{""result"":-1},{""result"":-1}]",6311,-1,competitions,,,HampshireAutumn2024,1277,18,,,,2024-10-19T14:42:11.760Z,2024-10-31T01:27:21.110Z
